age,sex,province,n
34,Female,Nova Scotia,1
34,Female,Ontario,4
34,Female,Quebec,3
34,Male,British Columbia,2
34,Male,Manitoba,2
34,Male,New Brunswick,1
34,Male,Newfoundland and Labrador,1
34,Male,Ontario,4
34,Male,Saskatchewan,1
34,Female,Alberta,1
34,Female,Manitoba,2
34,Female,Newfoundland and Labrador,1
34,Female,Nova Scotia,1
34,Female,Ontario,3
34,Female,Quebec,2
34,Female,Saskatchewan,1
34,Male,Alberta,1
34,Male,British Columbia,1
34,Male,Newfoundland and Labrador,2
34,Male,Ontario,6
34,Male,Prince Edward Island,1
34,Male,Quebec,3
34,Male,Saskatchewan,2
34,Female,Alberta,2
34,Female,Manitoba,1
34,Female,Newfoundland and Labrador,1
34,Female,Ontario,1
34,Female,Saskatchewan,1
34,Male,British Columbia,1
34,Male,Manitoba,1
34,Male,New Brunswick,3
34,Male,Newfoundland and Labrador,3
34,Male,Ontario,3
34,Male,Quebec,2
34,Male,Saskatchewan,1
34,Female,Alberta,3
34,Female,British Columbia,4
34,Female,Manitoba,2
34,Female,New Brunswick,1
34,Female,Nova Scotia,2
34,Female,Ontario,3
34,Female,Quebec,4
34,Female,Saskatchewan,2
34,Male,British Columbia,1
34,Male,Manitoba,1
34,Male,Nova Scotia,1
34,Male,Ontario,2
34,Male,Quebec,2
34,Male,Saskatchewan,2
34,Female,Alberta,3
34,Female,British Columbia,3
34,Female,Manitoba,1
34,Female,New Brunswick,1
34,Female,Nova Scotia,2
34,Female,Ontario,8
34,Female,Prince Edward Island,1
34,Female,Quebec,3
34,Female,Saskatchewan,1
34,Male,Alberta,3
34,Male,British Columbia,6
34,Male,Manitoba,3
34,Male,New Brunswick,2
34,Male,Newfoundland and Labrador,1
34,Male,Nova Scotia,4
34,Male,Ontario,4
34,Male,Prince Edward Island,1
34,Male,Quebec,6
34,Male,Saskatchewan,2
34,Female,British Columbia,3
34,Female,Manitoba,2
34,Female,Newfoundland and Labrador,2
34,Female,Ontario,6
34,Female,Quebec,3
34,Male,British Columbia,2
34,Male,Manitoba,1
34,Male,New Brunswick,1
34,Male,Newfoundland and Labrador,2
34,Male,Nova Scotia,1
34,Male,Ontario,2
34,Male,Prince Edward Island,1
34,Male,Quebec,5
34,Male,Saskatchewan,2
35,Female,Alberta,1
35,Female,British Columbia,5
35,Female,Manitoba,1
35,Female,New Brunswick,2
35,Female,Newfoundland and Labrador,1
35,Female,Nova Scotia,1
35,Female,Ontario,4
35,Female,Quebec,3
35,Female,Saskatchewan,1
35,Male,Alberta,2
35,Male,British Columbia,1
35,Male,Manitoba,1
35,Male,New Brunswick,2
35,Male,Ontario,2
35,Male,Quebec,4
35,Male,Saskatchewan,3
35,Female,British Columbia,4
35,Female,New Brunswick,1
35,Female,Ontario,1
35,Female,Quebec,2
35,Female,Saskatchewan,2
35,Male,Alberta,3
35,Male,British Columbia,1
35,Male,Manitoba,2
35,Male,Newfoundland and Labrador,1
35,Male,Nova Scotia,1
35,Male,Ontario,3
35,Male,Quebec,2
35,Male,Saskatchewan,1
35,Female,Alberta,2
35,Female,British Columbia,4
35,Female,Newfoundland and Labrador,1
35,Female,Nova Scotia,1
35,Female,Ontario,1
35,Female,Prince Edward Island,1
35,Female,Quebec,3
35,Female,Saskatchewan,2
35,Male,Alberta,2
35,Male,British Columbia,2
35,Male,Newfoundland and Labrador,4
35,Male,Nova Scotia,1
35,Male,Ontario,5
35,Male,Prince Edward Island,1
35,Male,Quebec,3
35,Male,Saskatchewan,1
35,Female,Alberta,3
35,Female,British Columbia,3
35,Female,Manitoba,2
35,Female,New Brunswick,3
35,Female,Newfoundland and Labrador,1
35,Female,Nova Scotia,2
35,Female,Ontario,4
35,Female,Prince Edward Island,2
35,Female,Quebec,5
35,Female,Saskatchewan,1
35,Male,Alberta,2
35,Male,British Columbia,3
35,Male,Manitoba,3
35,Male,New Brunswick,1
35,Male,Newfoundland and Labrador,1
35,Male,Nova Scotia,1
35,Male,Ontario,8
35,Male,Quebec,8
35,Male,Saskatchewan,2
35,Female,Alberta,2
35,Female,British Columbia,3
35,Female,New Brunswick,2
35,Female,Newfoundland and Labrador,1
35,Female,Nova Scotia,3
35,Female,Ontario,4
35,Female,Quebec,1
35,Male,Manitoba,2
35,Male,New Brunswick,1
35,Male,Nova Scotia,1
35,Male,Ontario,1
35,Male,Saskatchewan,1
35,Female,Alberta,2
35,Female,British Columbia,4
35,Female,Manitoba,1
35,Female,New Brunswick,1
35,Female,Newfoundland and Labrador,2
35,Female,Nova Scotia,1
35,Female,Ontario,4
35,Female,Prince Edward Island,1
35,Female,Quebec,1
35,Male,Alberta,2
35,Male,British Columbia,2
35,Male,Newfoundland and Labrador,1
35,Male,Ontario,3
35,Male,Quebec,8
35,Male,Saskatchewan,1
35,Female,British Columbia,2
35,Female,Manitoba,1
35,Female,Nova Scotia,1
35,Female,Ontario,6
35,Female,Quebec,4
35,Female,Saskatchewan,1
35,Male,Alberta,1
35,Male,British Columbia,1
35,Male,New Brunswick,1
35,Male,Newfoundland and Labrador,1
35,Male,Ontario,2
35,Male,Quebec,3
35,Male,Saskatchewan,3
35,Female,Alberta,2
35,Female,British Columbia,1
35,Female,Manitoba,1
35,Female,Ontario,4
35,Female,Quebec,4
35,Male,Alberta,4
35,Male,British Columbia,2
35,Male,Manitoba,1
35,Male,New Brunswick,1
35,Male,Nova Scotia,1
35,Male,Ontario,6
35,Male,Quebec,2
35,Female,Alberta,1
35,Female,British Columbia,2
35,Female,Manitoba,2
35,Female,New Brunswick,3
35,Female,Nova Scotia,1
35,Female,Ontario,7
35,Female,Prince Edward Island,1
35,Female,Quebec,2
35,Male,Alberta,5
35,Male,British Columbia,3
35,Male,Manitoba,1
35,Male,Newfoundland and Labrador,2
35,Male,Nova Scotia,4
35,Male,Ontario,8
35,Male,Prince Edward Island,1
35,Male,Quebec,4
35,Male,Saskatchewan,2
35,Female,Alberta,3
35,Female,British Columbia,2
35,Female,Manitoba,2
35,Female,Newfoundland and Labrador,1
35,Female,Nova Scotia,1
35,Female,Ontario,3
35,Female,Quebec,2
35,Female,Saskatchewan,2
35,Male,Alberta,3
35,Male,Ontario,3
35,Male,Quebec,4
35,Male,Saskatchewan,1
36,Female,Alberta,2
36,Female,British Columbia,2
36,Female,Newfoundland and Labrador,1
36,Female,Ontario,4
36,Female,Prince Edward Island,1
36,Female,Quebec,2
36,Female,Saskatchewan,3
36,Male,Alberta,1
36,Male,British Columbia,3
36,Male,Manitoba,1
36,Male,New Brunswick,1
36,Male,Newfoundland and Labrador,1
36,Male,Nova Scotia,2
36,Male,Ontario,3
36,Male,Quebec,3
36,Male,Saskatchewan,2
36,Female,British Columbia,2
36,Female,Manitoba,2
36,Female,New Brunswick,1
36,Female,Ontario,4
36,Female,Quebec,8
36,Female,Saskatchewan,1
36,Male,Alberta,3
36,Male,British Columbia,1
36,Male,Newfoundland and Labrador,2
36,Male,Ontario,5
36,Male,Prince Edward Island,1
36,Male,Quebec,3
36,Male,Saskatchewan,5
36,Female,Alberta,1
36,Female,British Columbia,1
36,Female,New Brunswick,1
36,Female,Newfoundland and Labrador,3
36,Female,Nova Scotia,2
36,Female,Ontario,5
36,Male,British Columbia,2
36,Male,Manitoba,1
36,Male,New Brunswick,1
36,Male,Ontario,5
36,Male,Quebec,2
36,Male,Saskatchewan,1
36,Female,Alberta,4
36,Female,British Columbia,3
36,Female,Manitoba,1
36,Female,New Brunswick,1
36,Female,Newfoundland and Labrador,2
36,Female,Nova Scotia,1
36,Female,Ontario,7
36,Female,Prince Edward Island,2
36,Female,Quebec,3
36,Female,Saskatchewan,3
36,Male,Alberta,4
36,Male,British Columbia,2
36,Male,Manitoba,2
36,Male,New Brunswick,1
36,Male,Newfoundland and Labrador,2
36,Male,Nova Scotia,3
36,Male,Ontario,6
36,Male,Quebec,7
36,Male,Saskatchewan,1
36,Female,Alberta,5
36,Female,British Columbia,2
36,Female,Manitoba,2
36,Female,New Brunswick,3
36,Female,Nova Scotia,1
36,Female,Ontario,3
36,Female,Prince Edward Island,1
36,Female,Quebec,2
36,Female,Saskatchewan,2
36,Male,Alberta,3
36,Male,Nova Scotia,1
36,Male,Ontario,5
36,Male,Prince Edward Island,1
36,Male,Quebec,4
36,Male,Saskatchewan,3
36,Female,Alberta,3
36,Female,British Columbia,2
36,Female,Manitoba,2
36,Female,New Brunswick,1
36,Female,Newfoundland and Labrador,1
36,Female,Nova Scotia,1
36,Female,Ontario,5
36,Female,Quebec,2
36,Female,Saskatchewan,1
36,Male,Alberta,1
36,Male,Manitoba,1
36,Male,Nova Scotia,1
36,Male,Ontario,2
36,Male,Quebec,1
36,Male,Saskatchewan,1
36,Female,Alberta,4
36,Female,British Columbia,1
36,Female,Newfoundland and Labrador,1
36,Female,Ontario,5
36,Female,Quebec,2
36,Female,Saskatchewan,1
36,Male,Alberta,4
36,Male,Manitoba,4
36,Male,Ontario,3
36,Male,Quebec,3
36,Female,British Columbia,3
36,Female,Manitoba,1
36,Female,New Brunswick,2
36,Female,Ontario,2
36,Female,Quebec,2
36,Female,Saskatchewan,2
36,Male,Alberta,3
36,Male,British Columbia,2
36,Male,Ontario,3
36,Male,Quebec,4
36,Male,Saskatchewan,1
36,Female,Alberta,3
36,Female,British Columbia,3
36,Female,Manitoba,1
36,Female,New Brunswick,2
36,Female,Nova Scotia,2
36,Female,Ontario,8
36,Female,Quebec,9
36,Male,Alberta,2
36,Male,British Columbia,5
36,Male,Manitoba,2
36,Male,New Brunswick,1
36,Male,Nova Scotia,2
36,Male,Ontario,4
36,Male,Prince Edward Island,1
36,Male,Quebec,4
36,Male,Saskatchewan,2
36,Female,British Columbia,1
36,Female,Ontario,5
36,Female,Quebec,1
36,Female,Saskatchewan,1
36,Male,British Columbia,1
36,Male,Manitoba,2
36,Male,New Brunswick,1
36,Male,Nova Scotia,1
36,Male,Ontario,3
36,Male,Quebec,2
37,Female,Alberta,3
37,Female,British Columbia,1
37,Female,Manitoba,1
37,Female,Nova Scotia,1
37,Female,Ontario,6
37,Female,Prince Edward Island,3
37,Female,Quebec,6
37,Female,Saskatchewan,1
37,Male,British Columbia,3
37,Male,Nova Scotia,4
37,Male,Ontario,6
37,Male,Quebec,3
37,Female,Alberta,2
37,Female,British Columbia,1
37,Female,Manitoba,1
37,Female,Nova Scotia,1
37,Female,Ontario,5
37,Female,Quebec,3
37,Male,Alberta,4
37,Male,British Columbia,1
37,Male,New Brunswick,1
37,Male,Nova Scotia,2
37,Male,Ontario,7
37,Male,Quebec,1
37,Male,Saskatchewan,1
37,Female,Alberta,4
37,Female,British Columbia,1
37,Female,New Brunswick,1
37,Female,Nova Scotia,1
37,Female,Ontario,4
37,Female,Prince Edward Island,1
37,Female,Quebec,4
37,Female,Saskatchewan,1
37,Male,Alberta,1
37,Male,New Brunswick,1
37,Male,Ontario,2
37,Male,Quebec,3
37,Female,Alberta,5
37,Female,British Columbia,2
37,Female,Manitoba,1
37,Female,New Brunswick,2
37,Female,Newfoundland and Labrador,2
37,Female,Nova Scotia,3
37,Female,Ontario,4
37,Female,Quebec,6
37,Female,Saskatchewan,3
37,Male,Alberta,1
37,Male,British Columbia,5
37,Male,Manitoba,2
37,Male,Newfoundland and Labrador,1
37,Male,Nova Scotia,3
37,Male,Ontario,5
37,Male,Quebec,15
37,Male,Saskatchewan,1
37,Female,Alberta,3
37,Female,British Columbia,4
37,Female,Newfoundland and Labrador,2
37,Female,Nova Scotia,1
37,Female,Ontario,5
37,Female,Quebec,1
37,Male,Alberta,1
37,Male,Newfoundland and Labrador,1
37,Male,Nova Scotia,2
37,Male,Ontario,2
37,Male,Quebec,3
37,Male,Saskatchewan,2
37,Female,Alberta,5
37,Female,British Columbia,1
37,Female,Nova Scotia,1
37,Female,Ontario,3
37,Female,Prince Edward Island,1
37,Female,Quebec,1
37,Female,Saskatchewan,1
37,Male,Alberta,1
37,Male,British Columbia,1
37,Male,New Brunswick,1
37,Male,Newfoundland and Labrador,2
37,Male,Nova Scotia,2
37,Male,Ontario,2
37,Male,Prince Edward Island,3
37,Female,Alberta,3
37,Female,British Columbia,1
37,Female,New Brunswick,1
37,Female,Newfoundland and Labrador,1
37,Female,Nova Scotia,2
37,Female,Ontario,5
37,Female,Prince Edward Island,1
37,Female,Quebec,3
37,Male,Alberta,2
37,Male,British Columbia,2
37,Male,Manitoba,1
37,Male,Newfoundland and Labrador,1
37,Male,Ontario,2
37,Male,Quebec,2
37,Female,Alberta,1
37,Female,Manitoba,2
37,Female,Nova Scotia,1
37,Female,Ontario,7
37,Female,Quebec,5
37,Male,British Columbia,2
37,Male,Manitoba,1
37,Male,New Brunswick,1
37,Male,Nova Scotia,2
37,Male,Ontario,2
37,Male,Quebec,3
37,Male,Saskatchewan,1
37,Female,Alberta,3
37,Female,British Columbia,3
37,Female,New Brunswick,1
37,Female,Newfoundland and Labrador,1
37,Female,Nova Scotia,2
37,Female,Ontario,10
37,Female,Quebec,8
37,Female,Saskatchewan,4
37,Male,Alberta,1
37,Male,British Columbia,4
37,Male,Manitoba,1
37,Male,New Brunswick,1
37,Male,Newfoundland and Labrador,1
37,Male,Nova Scotia,4
37,Male,Ontario,5
37,Male,Prince Edward Island,1
37,Male,Quebec,7
37,Female,Manitoba,1
37,Female,New Brunswick,2
37,Female,Newfoundland and Labrador,3
37,Female,Nova Scotia,2
37,Female,Ontario,3
37,Female,Quebec,1
37,Female,Saskatchewan,2
37,Male,British Columbia,2
37,Male,Manitoba,2
37,Male,New Brunswick,2
37,Male,Newfoundland and Labrador,1
37,Male,Nova Scotia,1
37,Male,Ontario,5
37,Male,Prince Edward Island,1
37,Male,Quebec,3
37,Male,Saskatchewan,1
38,Female,British Columbia,2
38,Female,Nova Scotia,3
38,Female,Ontario,2
38,Female,Quebec,1
38,Female,Saskatchewan,2
38,Male,Alberta,1
38,Male,British Columbia,2
38,Male,New Brunswick,1
38,Male,Newfoundland and Labrador,2
38,Male,Nova Scotia,1
38,Male,Ontario,3
38,Male,Quebec,3
38,Male,Saskatchewan,1
38,Female,Alberta,3
38,Female,British Columbia,4
38,Female,New Brunswick,1
38,Female,Newfoundland and Labrador,2
38,Female,Nova Scotia,1
38,Female,Ontario,4
38,Female,Quebec,4
38,Female,Saskatchewan,1
38,Male,British Columbia,3
38,Male,New Brunswick,1
38,Male,Newfoundland and Labrador,1
38,Male,Ontario,2
38,Male,Prince Edward Island,1
38,Male,Quebec,6
38,Male,Saskatchewan,1
38,Female,Alberta,1
38,Female,Nova Scotia,3
38,Female,Ontario,4
38,Female,Quebec,3
38,Female,Saskatchewan,1
38,Male,Alberta,2
38,Male,British Columbia,1
38,Male,New Brunswick,1
38,Male,Nova Scotia,1
38,Male,Ontario,5
38,Male,Prince Edward Island,1
38,Male,Quebec,1
38,Female,Alberta,2
38,Female,British Columbia,2
38,Female,Manitoba,1
38,Female,New Brunswick,2
38,Female,Nova Scotia,2
38,Female,Ontario,11
38,Female,Prince Edward Island,2
38,Female,Quebec,2
38,Female,Saskatchewan,1
38,Male,Alberta,4
38,Male,British Columbia,2
38,Male,Manitoba,2
38,Male,New Brunswick,4
38,Male,Ontario,9
38,Male,Prince Edward Island,1
38,Male,Quebec,4
38,Male,Saskatchewan,1
38,Female,Alberta,3
38,Female,Newfoundland and Labrador,2
38,Female,Nova Scotia,1
38,Female,Ontario,7
38,Female,Quebec,4
38,Male,Alberta,5
38,Male,British Columbia,1
38,Male,New Brunswick,1
38,Male,Ontario,1
38,Male,Quebec,9
38,Female,Alberta,1
38,Female,Newfoundland and Labrador,1
38,Female,Nova Scotia,1
38,Female,Ontario,4
38,Female,Quebec,1
38,Male,Manitoba,1
38,Male,New Brunswick,1
38,Male,Nova Scotia,1
38,Male,Ontario,1
38,Male,Quebec,5
38,Male,Saskatchewan,1
38,Female,Alberta,2
38,Female,British Columbia,2
38,Female,New Brunswick,1
38,Female,Newfoundland and Labrador,1
38,Female,Nova Scotia,2
38,Female,Ontario,7
38,Female,Prince Edward Island,1
38,Female,Quebec,6
38,Male,Alberta,1
38,Male,British Columbia,1
38,Male,Ontario,1
38,Male,Quebec,2
38,Male,Saskatchewan,1
38,Female,Alberta,3
38,Female,British Columbia,2
38,Female,New Brunswick,1
38,Female,Newfoundland and Labrador,1
38,Female,Ontario,3
38,Female,Prince Edward Island,1
38,Female,Quebec,3
38,Female,Saskatchewan,1
38,Male,Alberta,3
38,Male,British Columbia,1
38,Male,Newfoundland and Labrador,1
38,Male,Ontario,2
38,Male,Quebec,3
38,Female,Alberta,3
38,Female,British Columbia,3
38,Female,New Brunswick,1
38,Female,Nova Scotia,4
38,Female,Ontario,7
38,Female,Prince Edward Island,1
38,Female,Quebec,6
38,Female,Saskatchewan,1
38,Male,British Columbia,1
38,Male,Manitoba,3
38,Male,New Brunswick,3
38,Male,Newfoundland and Labrador,2
38,Male,Nova Scotia,3
38,Male,Ontario,10
38,Male,Quebec,3
38,Male,Saskatchewan,1
38,Female,Alberta,3
38,Female,Manitoba,1
38,Female,Newfoundland and Labrador,1
38,Female,Nova Scotia,2
38,Female,Ontario,2
38,Female,Prince Edward Island,1
38,Female,Quebec,3
38,Female,Saskatchewan,1
38,Male,Alberta,4
38,Male,British Columbia,1
38,Male,Ontario,5
38,Male,Prince Edward Island,1
38,Male,Quebec,2
38,Male,Saskatchewan,1
39,Female,Alberta,2
39,Female,British Columbia,1
39,Female,Manitoba,1
39,Female,Ontario,6
39,Female,Quebec,2
39,Female,Saskatchewan,1
39,Male,Alberta,1
39,Male,Manitoba,3
39,Male,New Brunswick,2
39,Male,Ontario,4
39,Male,Quebec,5
39,Male,Saskatchewan,1
39,Female,British Columbia,1
39,Female,New Brunswick,2
39,Female,Nova Scotia,1
39,Female,Ontario,4
39,Female,Prince Edward Island,1
39,Female,Quebec,4
39,Female,Saskatchewan,1
39,Male,Alberta,3
39,Male,British Columbia,1
39,Male,Manitoba,1
39,Male,New Brunswick,3
39,Male,Nova Scotia,1
39,Male,Ontario,3
39,Male,Prince Edward Island,1
39,Male,Quebec,4
39,Male,Saskatchewan,1
39,Female,Alberta,1
39,Female,Manitoba,2
39,Female,New Brunswick,1
39,Female,Nova Scotia,1
39,Female,Ontario,5
39,Female,Prince Edward Island,1
39,Female,Quebec,4
39,Female,Saskatchewan,1
39,Male,British Columbia,1
39,Male,Newfoundland and Labrador,2
39,Male,Ontario,2
39,Male,Quebec,2
39,Female,Alberta,4
39,Female,British Columbia,3
39,Female,Manitoba,2
39,Female,Newfoundland and Labrador,1
39,Female,Ontario,7
39,Female,Quebec,9
39,Female,Saskatchewan,3
39,Male,Alberta,3
39,Male,British Columbia,2
39,Male,Manitoba,1
39,Male,New Brunswick,1
39,Male,Newfoundland and Labrador,2
39,Male,Nova Scotia,2
39,Male,Ontario,8
39,Male,Prince Edward Island,1
39,Male,Quebec,4
39,Male,Saskatchewan,1
39,Female,Alberta,2
39,Female,British Columbia,1
39,Female,New Brunswick,1
39,Female,Newfoundland and Labrador,3
39,Female,Nova Scotia,1
39,Female,Ontario,5
39,Female,Quebec,4
39,Female,Saskatchewan,1
39,Male,Alberta,1
39,Male,British Columbia,4
39,Male,Manitoba,1
39,Male,Nova Scotia,2
39,Male,Ontario,2
39,Male,Prince Edward Island,1
39,Male,Quebec,2
39,Female,British Columbia,3
39,Female,New Brunswick,2
39,Female,Nova Scotia,1
39,Female,Ontario,2
39,Female,Prince Edward Island,1
39,Female,Quebec,2
39,Male,Alberta,3
39,Male,British Columbia,3
39,Male,Newfoundland and Labrador,2
39,Male,Nova Scotia,3
39,Male,Ontario,2
39,Male,Quebec,4
39,Female,Alberta,3
39,Female,British Columbia,2
39,Female,Manitoba,2
39,Female,Newfoundland and Labrador,1
39,Female,Ontario,6
39,Female,Prince Edward Island,1
39,Female,Quebec,1
39,Female,Saskatchewan,1
39,Male,Alberta,1
39,Male,British Columbia,1
39,Male,Newfoundland and Labrador,1
39,Male,Ontario,3
39,Male,Prince Edward Island,1
39,Male,Quebec,6
39,Male,Saskatchewan,1
39,Female,Alberta,1
39,Female,British Columbia,1
39,Female,Newfoundland and Labrador,2
39,Female,Nova Scotia,1
39,Female,Ontario,5
39,Female,Quebec,3
39,Female,Saskatchewan,1
39,Male,Alberta,1
39,Male,British Columbia,1
39,Male,Newfoundland and Labrador,1
39,Male,Nova Scotia,1
39,Male,Ontario,6
39,Male,Prince Edward Island,1
39,Male,Quebec,2
39,Male,Saskatchewan,2
39,Female,Alberta,3
39,Female,British Columbia,4
39,Female,Manitoba,1
39,Female,New Brunswick,1
39,Female,Newfoundland and Labrador,2
39,Female,Nova Scotia,1
39,Female,Ontario,6
39,Female,Prince Edward Island,1
39,Female,Quebec,4
39,Male,Alberta,2
39,Male,British Columbia,1
39,Male,Manitoba,1
39,Male,Newfoundland and Labrador,1
39,Male,Nova Scotia,1
39,Male,Ontario,2
39,Male,Prince Edward Island,1
39,Male,Quebec,2
39,Male,Saskatchewan,3
39,Female,Alberta,1
39,Female,British Columbia,1
39,Female,Newfoundland and Labrador,1
39,Female,Ontario,2
39,Female,Quebec,3
39,Female,Saskatchewan,1
39,Male,Alberta,1
39,Male,British Columbia,2
39,Male,New Brunswick,1
39,Male,Newfoundland and Labrador,1
39,Male,Nova Scotia,1
39,Male,Ontario,3
39,Male,Quebec,3
39,Male,Saskatchewan,2
40,Female,Alberta,1
40,Female,British Columbia,2
40,Female,Manitoba,3
40,Female,New Brunswick,1
40,Female,Newfoundland and Labrador,1
40,Female,Nova Scotia,1
40,Female,Ontario,6
40,Female,Prince Edward Island,1
40,Female,Quebec,1
40,Male,Alberta,1
40,Male,British Columbia,1
40,Male,New Brunswick,1
40,Male,Newfoundland and Labrador,2
40,Male,Prince Edward Island,1
40,Male,Quebec,3
40,Female,Alberta,3
40,Female,British Columbia,1
40,Female,Nova Scotia,4
40,Female,Ontario,6
40,Female,Quebec,5
40,Female,Saskatchewan,1
40,Male,Alberta,2
40,Male,British Columbia,2
40,Male,New Brunswick,1
40,Male,Newfoundland and Labrador,1
40,Male,Ontario,5
40,Male,Quebec,2
40,Female,Alberta,1
40,Female,British Columbia,1
40,Female,Manitoba,1
40,Female,Newfoundland and Labrador,1
40,Female,Ontario,5
40,Female,Prince Edward Island,2
40,Female,Quebec,3
40,Female,Saskatchewan,1
40,Male,British Columbia,1
40,Male,Manitoba,1
40,Male,Nova Scotia,1
40,Male,Ontario,1
40,Male,Prince Edward Island,1
40,Male,Quebec,4
40,Male,Saskatchewan,2
40,Female,Alberta,2
40,Female,British Columbia,8
40,Female,Manitoba,2
40,Female,New Brunswick,3
40,Female,Nova Scotia,1
40,Female,Ontario,5
40,Female,Quebec,4
40,Female,Saskatchewan,2
40,Male,Alberta,2
40,Male,British Columbia,4
40,Male,Manitoba,1
40,Male,New Brunswick,1
40,Male,Newfoundland and Labrador,1
40,Male,Nova Scotia,3
40,Male,Ontario,6
40,Male,Quebec,3
40,Female,British Columbia,2
40,Female,New Brunswick,1
40,Female,Nova Scotia,1
40,Female,Ontario,3
40,Female,Quebec,4
40,Male,New Brunswick,1
40,Male,Newfoundland and Labrador,1
40,Male,Nova Scotia,1
40,Male,Ontario,4
40,Male,Quebec,1
40,Female,Alberta,1
40,Female,Manitoba,1
40,Female,New Brunswick,2
40,Female,Newfoundland and Labrador,2
40,Female,Nova Scotia,1
40,Female,Ontario,2
40,Female,Prince Edward Island,2
40,Female,Quebec,2
40,Female,Saskatchewan,1
40,Male,British Columbia,1
40,Male,New Brunswick,1
40,Male,Ontario,3
40,Male,Quebec,2
40,Male,Saskatchewan,2
40,Female,Alberta,1
40,Female,British Columbia,1
40,Female,New Brunswick,2
40,Female,Newfoundland and Labrador,1
40,Female,Nova Scotia,1
40,Female,Ontario,1
40,Female,Prince Edward Island,3
40,Female,Quebec,3
40,Female,Saskatchewan,2
40,Male,Alberta,3
40,Male,Manitoba,1
40,Male,New Brunswick,1
40,Male,Newfoundland and Labrador,1
40,Male,Ontario,5
40,Male,Quebec,3
40,Female,Alberta,2
40,Female,British Columbia,2
40,Female,Ontario,3
40,Female,Prince Edward Island,1
40,Female,Quebec,6
40,Female,Saskatchewan,1
40,Male,Alberta,1
40,Male,British Columbia,2
40,Male,Manitoba,3
40,Male,New Brunswick,3
40,Male,Ontario,1
40,Male,Quebec,1
40,Male,Saskatchewan,3
40,Female,Alberta,3
40,Female,British Columbia,2
40,Female,Manitoba,1
40,Female,Newfoundland and Labrador,1
40,Female,Nova Scotia,3
40,Female,Ontario,12
40,Female,Prince Edward Island,1
40,Female,Quebec,6
40,Female,Saskatchewan,3
40,Male,Alberta,4
40,Male,British Columbia,3
40,Male,Manitoba,2
40,Male,New Brunswick,5
40,Male,Ontario,8
40,Male,Quebec,9
40,Male,Saskatchewan,1
40,Female,Alberta,1
40,Female,Manitoba,3
40,Female,Nova Scotia,1
40,Female,Ontario,4
40,Female,Quebec,2
40,Female,Saskatchewan,1
40,Male,Alberta,2
40,Male,British Columbia,4
40,Male,New Brunswick,1
40,Male,Nova Scotia,3
40,Male,Ontario,4
40,Male,Quebec,4
41,Female,British Columbia,2
41,Female,Manitoba,1
41,Female,Nova Scotia,2
41,Female,Ontario,5
41,Female,Quebec,1
41,Male,Alberta,2
41,Male,British Columbia,3
41,Male,Nova Scotia,2
41,Male,Ontario,4
41,Male,Quebec,1
41,Male,Saskatchewan,2
41,Female,Alberta,1
41,Female,British Columbia,1
41,Female,Manitoba,2
41,Female,New Brunswick,1
41,Female,Ontario,7
41,Female,Quebec,1
41,Male,Newfoundland and Labrador,1
41,Male,Nova Scotia,1
41,Male,Ontario,6
41,Male,Quebec,2
41,Female,British Columbia,5
41,Female,New Brunswick,1
41,Female,Nova Scotia,1
41,Female,Ontario,4
41,Female,Prince Edward Island,1
41,Female,Quebec,4
41,Male,Alberta,1
41,Male,British Columbia,2
41,Male,Newfoundland and Labrador,1
41,Male,Ontario,5
41,Male,Prince Edward Island,2
41,Male,Quebec,5
41,Female,Alberta,2
41,Female,British Columbia,2
41,Female,Manitoba,4
41,Female,New Brunswick,1
41,Female,Newfoundland and Labrador,1
41,Female,Nova Scotia,1
41,Female,Ontario,5
41,Female,Prince Edward Island,1
41,Female,Quebec,5
41,Female,Saskatchewan,1
41,Male,Alberta,1
41,Male,British Columbia,6
41,Male,Manitoba,3
41,Male,Newfoundland and Labrador,3
41,Male,Ontario,10
41,Male,Prince Edward Island,1
41,Male,Quebec,5
41,Male,Saskatchewan,2
41,Female,British Columbia,2
41,Female,Manitoba,1
41,Female,New Brunswick,2
41,Female,Newfoundland and Labrador,1
41,Female,Nova Scotia,1
41,Female,Ontario,4
41,Female,Quebec,5
41,Male,Alberta,2
41,Male,Manitoba,3
41,Male,Ontario,2
41,Male,Quebec,2
41,Male,Saskatchewan,2
41,Female,New Brunswick,1
41,Female,Nova Scotia,1
41,Female,Ontario,7
41,Female,Quebec,4
41,Male,Alberta,1
41,Male,British Columbia,2
41,Male,Ontario,1
41,Male,Quebec,4
41,Female,Alberta,1
41,Female,British Columbia,2
41,Female,Manitoba,1
41,Female,New Brunswick,1
41,Female,Newfoundland and Labrador,2
41,Female,Ontario,1
41,Female,Quebec,1
41,Female,Saskatchewan,2
41,Male,Alberta,1
41,Male,British Columbia,2
41,Male,Manitoba,1
41,Male,New Brunswick,1
41,Male,Ontario,3
41,Male,Quebec,2
41,Male,Saskatchewan,1
41,Female,Alberta,1
41,Female,British Columbia,3
41,Female,New Brunswick,4
41,Female,Ontario,3
41,Female,Prince Edward Island,1
41,Female,Quebec,2
41,Male,British Columbia,1
41,Male,New Brunswick,1
41,Male,Ontario,3
41,Male,Quebec,2
41,Female,Alberta,1
41,Female,British Columbia,4
41,Female,Manitoba,2
41,Female,New Brunswick,1
